District,Taluk,Market,Commodity,Month,Arrival,Unit,Month_Num
Davanagere,Davanagere,DAVANAGERE,Tur Dal,Feb,25,Quintal,2
Davanagere,Davanagere,DAVANAGERE,Turmeric,Feb,105,Quintal,2
Davanagere,Davanagere,DAVANAGERE,Water Melon,Feb,650,Quintal,2
Davanagere,Davanagere,DAVANAGERE,Wheat,Feb,1742,Quintal,2
Davanagere,Davanagere,DAVANAGERE,Alasande Gram,Mar,941,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Arecanut,Mar,461,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Avare,Mar,50,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Banana Green,Mar,320,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Beans,Mar,155,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Beetroot,Mar,180,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Bengal Gramdal,Mar,526,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Bengalgram,Mar,88,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Bitter Gourd,Mar,165,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Black Gramdal,Mar,1093,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Bottle Gourd,Mar,235,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Brinjal,Mar,230,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Bull,Mar,94,Numbers,3
Davanagere,Davanagere,DAVANAGERE,Bunch Beans,Mar,95,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Cabbage,Mar,235,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Carrot,Mar,135,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Cauliflower,Mar,185,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Coconut,Mar,6401,Numbers,3
Davanagere,Davanagere,DAVANAGERE,Copra,Mar,741,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Cotton,Mar,2336,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Cow,Mar,312,Numbers,3
Davanagere,Davanagere,DAVANAGERE,Cucumbar,Mar,205,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Dry Chillies,Mar,2,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Dry Grapes,Mar,45,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Green Avare (W),Mar,90,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Green Chilly,Mar,1050,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Green Gramdal,Mar,105,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Green Peas,Mar,125,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Greengram,Mar,110,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Groundnut,Mar,401,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Gurellu,Mar,173,Quintal,3
Davanagere,Davanagere,DAVANAGERE,He Baffalo,Mar,190,Numbers,3
Davanagere,Davanagere,DAVANAGERE,Horse Gram,Mar,6,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Jowar,Mar,596,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Knool Khol,Mar,175,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Ladies Finger,Mar,160,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Maize,Mar,6401,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Mataki,Mar,101,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Mousambi,Mar,100,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Onion,Mar,6401,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Ox,Mar,248,Numbers,3
Davanagere,Davanagere,DAVANAGERE,Paddy,Mar,6401,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Potato,Mar,1390,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Raddish,Mar,230,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Ragi,Mar,2167,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Rice,Mar,3121,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Ridgeguard,Mar,180,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Seemebadanekai,Mar,135,Quintal,3
Davanagere,Davanagere,DAVANAGERE,She Baffalo,Mar,645,Numbers,3
Davanagere,Davanagere,DAVANAGERE,Sunflower,Mar,1436,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Sweet Pumpkin,Mar,520,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Tamarind Seed,Mar,2625,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Tomato,Mar,1050,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Tur,Mar,28,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Tur Dal,Mar,51,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Wheat,Mar,2884,Quintal,3
Davanagere,Davanagere,DAVANAGERE,Alasande Gram,Apr,922,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Arecanut,Apr,780,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Banana Green,Apr,210,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Beans,Apr,100,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Beetroot,Apr,190,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Bengal Gramdal,Apr,457,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Bengalgram,Apr,50,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Betal Leaves,Apr,6401,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Bitter Gourd,Apr,190,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Black Gramdal,Apr,309,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Bottle Gourd,Apr,210,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Brinjal,Apr,200,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Bull,Apr,72,Numbers,4
Davanagere,Davanagere,DAVANAGERE,Bunch Beans,Apr,150,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Cabbage,Apr,130,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Carrot,Apr,155,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Cauliflower,Apr,120,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Coconut,Apr,6401,Numbers,4
Davanagere,Davanagere,DAVANAGERE,Cotton,Apr,2287,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Cow,Apr,223,Numbers,4
Davanagere,Davanagere,DAVANAGERE,Cucumbar,Apr,170,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Green Avare (W),Apr,20,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Green Chilly,Apr,1100,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Green Gramdal,Apr,336,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Greengram,Apr,18,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Groundnut,Apr,6401,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Gurellu,Apr,408,Quintal,4
Davanagere,Davanagere,DAVANAGERE,He Baffalo,Apr,82,Numbers,4
Davanagere,Davanagere,DAVANAGERE,Jowar,Apr,235,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Knool Khol,Apr,140,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Ladies Finger,Apr,150,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Maize,Apr,6401,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Onion,Apr,6401,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Ox,Apr,227,Numbers,4
Davanagere,Davanagere,DAVANAGERE,Paddy,Apr,6401,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Potato,Apr,1230,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Raddish,Apr,220,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Ragi,Apr,510,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Rice,Apr,3457,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Ridgeguard,Apr,165,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Seemebadanekai,Apr,110,Quintal,4
Davanagere,Davanagere,DAVANAGERE,She Baffalo,Apr,493,Numbers,4
Davanagere,Davanagere,DAVANAGERE,Sunflower,Apr,2071,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Sweet Pumpkin,Apr,480,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Tamarind Seed,Apr,2159,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Tomato,Apr,1130,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Wheat,Apr,756,Quintal,4
Davanagere,Davanagere,DAVANAGERE,Alasande Gram,May,81,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Arecanut,May,494,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Banana Green,May,160,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Beans,May,115,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Beetroot,May,170,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Bengal Gramdal,May,436,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Bitter Gourd,May,210,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Black Gramdal,May,932,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Bottle Gourd,May,220,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Brinjal,May,180,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Bull,May,58,Numbers,5
Davanagere,Davanagere,DAVANAGERE,Bunch Beans,May,170,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Cabbage,May,150,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Carrot,May,140,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Cauliflower,May,120,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Coconut,May,6401,Numbers,5
Davanagere,Davanagere,DAVANAGERE,Cotton,May,967,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Cow,May,225,Numbers,5
Davanagere,Davanagere,DAVANAGERE,Cucumbar,May,210,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Green Chilly,May,1380,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Green Gramdal,May,39,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Greengram,May,15,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Groundnut,May,6401,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Gurellu,May,420,Quintal,5
Davanagere,Davanagere,DAVANAGERE,He Baffalo,May,107,Numbers,5
Davanagere,Davanagere,DAVANAGERE,Jowar,May,232,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Knool Khol,May,115,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Ladies Finger,May,155,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Maize,May,6401,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Mango,May,1250,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Navane,May,20,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Onion,May,6401,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Ox,May,359,Numbers,5
Davanagere,Davanagere,DAVANAGERE,Paddy,May,6401,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Potato,May,1180,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Raddish,May,180,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Ragi,May,1049,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Rice,May,3925,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Ridgeguard,May,220,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Seemebadanekai,May,95,Quintal,5
Davanagere,Davanagere,DAVANAGERE,She Baffalo,May,584,Numbers,5
Davanagere,Davanagere,DAVANAGERE,Sheep,May,6,Numbers,5
Davanagere,Davanagere,DAVANAGERE,Sunflower,May,833,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Sweet Pumpkin,May,340,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Tamarind Fruit,May,143,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Tamarind Seed,May,90,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Tomato,May,1310,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Wheat,May,1317,Quintal,5
Davanagere,Davanagere,DAVANAGERE,Alasande Gram,Jun,173,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Arecanut,Jun,230,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Avare,Jun,191,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Banana Green,Jun,363,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Beans,Jun,126,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Beetroot,Jun,128,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Bengal Gramdal,Jun,681,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Bengalgram,Jun,9,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Bitter Gourd,Jun,193,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Black Gramdal,Jun,416,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Bottle Gourd,Jun,168,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Brinjal,Jun,175,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Bull,Jun,51,Numbers,6
Davanagere,Davanagere,DAVANAGERE,Bunch Beans,Jun,172,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Cabbage,Jun,168,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Capsicum,Jun,80,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Carrot,Jun,119,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Cauliflower,Jun,196,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Coconut,Jun,6401,Numbers,6
Davanagere,Davanagere,DAVANAGERE,Copra,Jun,4,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Cotton,Jun,192,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Cow,Jun,341,Numbers,6
Davanagere,Davanagere,DAVANAGERE,Cucumbar,Jun,265,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Drum Stick,Jun,68,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Green Chilly,Jun,1205,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Green Gramdal,Jun,157,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Green Peas,Jun,50,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Greengram,Jun,48,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Groundnut,Jun,621,Quintal,6
Davanagere,Davanagere,DAVANAGERE,He Baffalo,Jun,51,Numbers,6
Davanagere,Davanagere,DAVANAGERE,Jowar,Jun,214,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Knool Khol,Jun,155,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Ladies Finger,Jun,135,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Maize,Jun,6401,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Mango,Jun,830,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Mataki,Jun,71,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Neem Seed,Jun,125,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Onion,Jun,6401,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Ox,Jun,129,Numbers,6
Davanagere,Davanagere,DAVANAGERE,Paddy,Jun,6401,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Potato,Jun,779,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Raddish,Jun,185,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Ragi,Jun,885,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Rice,Jun,6401,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Ridgeguard,Jun,340,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Seemebadanekai,Jun,115,Quintal,6
Davanagere,Davanagere,DAVANAGERE,She Baffalo,Jun,522,Numbers,6
Davanagere,Davanagere,DAVANAGERE,Sunflower,Jun,59,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Suvarnagadde,Jun,24,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Sweet Pumpkin,Jun,378,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Tomato,Jun,1245,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Tur Dal,Jun,24,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Wheat,Jun,1984,Quintal,6
Davanagere,Davanagere,DAVANAGERE,Alasande Gram,Jul,166,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Arecanut,Jul,825,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Banana Green,Jul,395,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Beans,Jul,201,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Beetroot,Jul,179,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Bengal Gramdal,Jul,1637,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Bengalgram,Jul,34,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Bitter Gourd,Jul,72,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Black Gramdal,Jul,1880,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Bottle Gourd,Jul,77,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Brinjal,Jul,193,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Bull,Jul,21,Numbers,7
Davanagere,Davanagere,DAVANAGERE,Bunch Beans,Jul,289,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Cabbage,Jul,321,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Capsicum,Jul,191,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Carrot,Jul,73,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Cauliflower,Jul,163,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Coconut,Jul,6401,Numbers,7
Davanagere,Davanagere,DAVANAGERE,Coriander Seed,Jul,12,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Cotton,Jul,186,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Cow,Jul,255,Numbers,7
Davanagere,Davanagere,DAVANAGERE,Cucumbar,Jul,190,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Drum Stick,Jul,142,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Green Avare (W),Jul,15,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Green Chilly,Jul,815,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Green Gramdal,Jul,58,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Green Peas,Jul,470,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Greengram,Jul,422,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Groundnut,Jul,13,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Gurellu,Jul,320,Quintal,7
Davanagere,Davanagere,DAVANAGERE,He Baffalo,Jul,25,Numbers,7
Davanagere,Davanagere,DAVANAGERE,Horse Gram,Jul,130,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Jowar,Jul,283,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Knool Khol,Jul,116,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Ladies Finger,Jul,190,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Maize,Jul,6401,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Mango,Jul,200,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Mataki,Jul,15,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Onion,Jul,6401,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Ox,Jul,77,Numbers,7
Davanagere,Davanagere,DAVANAGERE,Paddy,Jul,6401,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Potato,Jul,349,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Raddish,Jul,214,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Ragi,Jul,390,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Rice,Jul,6401,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Ridgeguard,Jul,154,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Seemebadanekai,Jul,88,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Sesamum,Jul,160,Quintal,7
Davanagere,Davanagere,DAVANAGERE,She Baffalo,Jul,316,Numbers,7
Davanagere,Davanagere,DAVANAGERE,Sunflower,Jul,5,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Suvarnagadde,Jul,65,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Sweet Pumpkin,Jul,158,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Tomato,Jul,963,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Tur Dal,Jul,15,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Wheat,Jul,762,Quintal,7
Davanagere,Davanagere,DAVANAGERE,Alasande Gram,Aug,15,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Arecanut,Aug,486,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Banana Green,Aug,159,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Beans,Aug,291,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Beetroot,Aug,419,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Bengal Gramdal,Aug,1914,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Bengalgram,Aug,40,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Bitter Gourd,Aug,168,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Black Gramdal,Aug,1472,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Bottle Gourd,Aug,212,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Brinjal,Aug,322,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Bull,Aug,9,Numbers,8
Davanagere,Davanagere,DAVANAGERE,Bunch Beans,Aug,100,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Cabbage,Aug,665,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Calf,Aug,52,Numbers,8
Davanagere,Davanagere,DAVANAGERE,Capsicum,Aug,232,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Carrot,Aug,146,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Cauliflower,Aug,233,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Chennangidal,Aug,20,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Coconut,Aug,6401,Numbers,8
Davanagere,Davanagere,DAVANAGERE,Coriander Seed,Aug,10,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Cotton,Aug,967,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Cow,Aug,338,Numbers,8
Davanagere,Davanagere,DAVANAGERE,Cucumbar,Aug,325,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Drum Stick,Aug,105,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Green Avare (W),Aug,77,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Green Chilly,Aug,1165,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Green Gramdal,Aug,52,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Green Peas,Aug,115,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Greengram,Aug,105,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Groundnut,Aug,21,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Gurellu,Aug,320,Quintal,8
Davanagere,Davanagere,DAVANAGERE,He Baffalo,Aug,62,Numbers,8
Davanagere,Davanagere,DAVANAGERE,Horse Gram,Aug,7,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Jowar,Aug,568,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Knool Khol,Aug,249,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Ladies Finger,Aug,257,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Maize,Aug,6401,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Mataki,Aug,42,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Methi Seeds,Aug,3,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Mustard,Aug,5,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Onion,Aug,6401,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Ox,Aug,329,Numbers,8
Davanagere,Davanagere,DAVANAGERE,Paddy,Aug,6401,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Potato,Aug,363,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Raddish,Aug,565,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Ragi,Aug,680,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Rice,Aug,2591,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Ridgeguard,Aug,245,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Seemebadanekai,Aug,111,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Sesamum,Aug,400,Quintal,8
Davanagere,Davanagere,DAVANAGERE,She Baffalo,Aug,778,Numbers,8
Davanagere,Davanagere,DAVANAGERE,Suvarnagadde,Aug,107,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Sweet Pumpkin,Aug,88,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Tomato,Aug,1395,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Tur Dal,Aug,290,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Wheat,Aug,2743,Quintal,8
Davanagere,Davanagere,DAVANAGERE,Alasande Gram,Sep,37,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Apple,Sep,100,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Arecanut,Sep,341,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Avare,Sep,120,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Banana Green,Sep,1014,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Beans,Sep,265,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Beetroot,Sep,401,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Bengal Gramdal,Sep,1023,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Bitter Gourd,Sep,137,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Black Gramdal,Sep,598,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Bottle Gourd,Sep,233,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Brinjal,Sep,447,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Bull,Sep,134,Numbers,9
Davanagere,Davanagere,DAVANAGERE,Bunch Beans,Sep,178,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Cabbage,Sep,857,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Capsicum,Sep,109,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Carrot,Sep,127,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Cauliflower,Sep,220,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Coconut,Sep,6401,Numbers,9
Davanagere,Davanagere,DAVANAGERE,Copra,Sep,6,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Coriander Seed,Sep,260,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Cotton,Sep,2677,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Cow,Sep,155,Numbers,9
Davanagere,Davanagere,DAVANAGERE,Cucumbar,Sep,249,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Drum Stick,Sep,156,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Green Chilly,Sep,1010,Quintal,9
Davanagere,Davanagere,DAVANAGERE,Green Gramdal,Sep,72,Quintal,9
